p-number,location,unit,name,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
10318282,Nad Al Shiba First,195-,,,,,,,,,,,,,,7222.77,6184126,Meydan,,Public Facilities
10318284,Nad Al Shiba First,196-,,MGV-A03,,,,,,,,,,,,2841.87,6189892,Meydan,,Public Facilities
10318286,Nad Al Shiba First,197-,,,,,,,,,,,,,,2542.84,6189804,Meydan,,Public Facilities
10318288,Nad Al Shiba First,198-,,,,,,,,,,,,,,2542.75,6189803,Meydan,,Public Facilities
10318290,Nad Al Shiba First,199-,,,,,,,,,,,,,,3715.54,6183890,Meydan,,Public Facilities
10318292,Nad Al Shiba First,200-,,,,,,,,,,,,,,24770.63,6183874,Meydan,,Public Facilities
10318294,Nad Al Shiba First,201-,,,,,,,,,,,,,,4048.44,6189854,Meydan,,Public Facilities
10318296,Nad Al Shiba First,202-,,,,,,,,,,,,,,2416.03,6189884,Meydan,,Public Facilities
10318298,Nad Al Shiba First,203-,,,,,,,,,,,,,,2025.01,6189818,Meydan,,Public Facilities
10318300,Nad Al Shiba First,204-,,,,,,,,,,,,,,2407.53,6183885,Meydan,,Public Facilities
10318302,Nad Al Shiba First,205-,,,,,,,,,,,,,,7226.0,6184132,Meydan,,Public Facilities
10318304,Nad Al Shiba First,206-,,,,,,,,,,,,,,1878.11,6189841,Meydan,,Public Facilities
10318306,Nad Al Shiba First,207-,,MRV-036,,,,,,,,,,,,8441.8,6187550,Meydan,,Public Facilities
10318308,Nad Al Shiba First,208-,,MGV-A43,,,,,,,,,,,,2351.96,6189865,Meydan,,Public Facilities
10318310,Nad Al Shiba First,209-,,,,,,,,,,,,,,4021.52,6189855,Meydan,,Public Facilities
10318312,Nad Al Shiba First,210-,,,,,,,,,,,,,,1860.35,6183856,Meydan,,Public Facilities
10318314,Nad Al Shiba First,211-,,,,,,,,,,,,,,2342.59,6189837,Meydan,,Public Facilities
10318316,Nad Al Shiba First,212-,,,,,,,,,,,,,,2025.01,6189819,Meydan,,Public Facilities
10318318,Nad Al Shiba First,213-,,,,,,,,,,,,,,4061.94,6189874,Meydan,,Public Facilities
10318320,Nad Al Shiba First,214-,,MGV-A21,,,,,,,,,,,,2813.01,6183881,Meydan,,Public Facilities
10318322,Nad Al Shiba First,215-,,MGV-A25,,,,,,,,,,,,2351.99,6189866,Meydan,,Public Facilities
10318324,Nad Al Shiba First,216-,,,,,,,,,,,,,,2724.09,6189887,Meydan,,Public Facilities
10318326,Nad Al Shiba First,217-,,,,,,,,,,,,,,2420.14,6189830,Meydan,,Public Facilities
10318328,Nad Al Shiba First,218-,,MRV-038f,,,,,,,,,,,,5416.53,6189879,Meydan,,Public Facilities
10318330,Nad Al Shiba First,219-,,,,,,,,,,,,,,2850.68,6189857,Meydan,,Public Facilities
10318332,Nad Al Shiba First,220-,,,,,,,,,,,,,,2108.61,6189877,Meydan,,Public Facilities
10318334,Nad Al Shiba First,221-,,,,,,,,,,,,,,1877.59,6189840,Meydan,,Public Facilities
10318336,Nad Al Shiba First,222-,,,,,,,,,,,,,,2831.65,6189828,Meydan,,Public Facilities
10318338,Nad Al Shiba First,223-,,,,,,,,,,,,,,2029.58,6189886,Meydan,,Public Facilities
10318340,Nad Al Shiba First,224-,,,,,,,,,,,,,,2333.81,6189878,Meydan,,Public Facilities
10318342,Nad Al Shiba First,225-,,,,,,,,,,,,,,3804.3,6189875,Meydan,,Public Facilities
10318344,Nad Al Shiba First,226-,,,,,,,,,,,,,,1329.31,6183863,Meydan,,Public Facilities
10318346,Nad Al Shiba First,227-,,,,,,,,,,,,,,1719.45,6189868,Meydan,,Public Facilities
10318348,Nad Al Shiba First,228-,,,,,,,,,,,,,,1010.45,6189863,Meydan,,Public Facilities
10318350,Nad Al Shiba First,229-,,,,,,,,,,,,,,1877.89,6189842,Meydan,,Public Facilities
10318352,Nad Al Shiba First,230-,,,,,,,,,,,,,,1877.92,6189843,Meydan,,Public Facilities
10318354,Nad Al Shiba First,231-,,,,,,,,,,,,,,1010.44,6189860,Meydan,,Public Facilities
10318356,Nad Al Shiba First,232-,,-,,,,,,,,,,,,4123.01,6189856,Meydan,,Public Facilities
10318358,Nad Al Shiba First,233-,,MGV-A20,,,,,,,,,,,,2812.74,6183880,Meydan,,Public Facilities
10318360,Nad Al Shiba First,234-,,,,,,,,,,,,,,2168.54,6189888,Meydan,,Public Facilities
10318362,Nad Al Shiba First,235-,,,,,,,,,,,,,,1450.02,6184154,Meydan,,Public Facilities
10318364,Nad Al Shiba First,236-,,,,,,,,,,,,,,2003.71,6183878,Meydan,,Public Facilities
10318366,Nad Al Shiba First,237-,,,,,,,,,,,,,,1950.87,6189876,Meydan,,Public Facilities
10318368,Nad Al Shiba First,238-,,,,,,,,,,,,,,2407.59,6183887,Meydan,,Public Facilities
10318370,Nad Al Shiba First,239-,,,,,,,,,,,,,,3520.25,6183873,Meydan,,Public Facilities
10318372,Nad Al Shiba First,240-,,,,,,,,,,,,,,10117.71,6189899,Meydan,,Public Facilities
10318374,Nad Al Shiba First,241-,,MGV-A02,,,,,,,,,,,,3021.2,6184144,Meydan,,Public Facilities
10318376,Nad Al Shiba First,242-,,MRV-031,,,,,,,,,,,,3996.11,6189853,Meydan,,Public Facilities
10318378,Nad Al Shiba First,243-,,,,,,,,,,,,,,3819.31,6189806,Meydan,,Public Facilities
10318380,Nad Al Shiba First,244-,,,,,,,,,,,,,,2351.99,6189859,Meydan,,Public Facilities
10318382,Nad Al Shiba First,245-,,MGV-A25,,,,,,,,,,,,2859.98,6183882,Meydan,,Public Facilities
10318384,Nad Al Shiba First,246-,,,,,,,,,,,,,,2352.01,6189864,Meydan,,Public Facilities
10318386,Nad Al Shiba First,247-,,MGV-A04,,,,,,,,,,,,2841.87,6189893,Meydan,,Public Facilities
10318388,Nad Al Shiba First,248-,,MGV-A22,,,,,,,,,,,,2808.28,6183879,Meydan,,Public Facilities
10318390,Nad Al Shiba First,249-,,,,,,,,,,,,,,3819.3,6189807,Meydan,,Public Facilities
10318392,Nad Al Shiba First,250-,,,,,,,,,,,,,,2474.99,6189813,Meydan,,Public Facilities
10318394,Nad Al Shiba First,251-,,,,,,,,,,,,,,2407.61,6183888,Meydan,,Public Facilities
10318396,Nad Al Shiba First,252-,,,,,,,,,,,,,,2346.98,6189883,Meydan,,Public Facilities
10318398,Nad Al Shiba First,253-,,,,,,,,,,,,,,2535.37,6189805,Meydan,,Public Facilities
10318400,Nad Al Shiba First,254-,,,,,,,,,,,,,,960.02,6180000,Meydan,,Public Facilities
10318402,Nad Al Shiba First,255-,,,,,,,,,,,,,,2342.64,6189836,Meydan,,Public Facilities
10318404,Nad Al Shiba First,256-,,,,,,,,,,,,,,1602.59,6183894,Meydan,,Public Facilities
10318406,Nad Al Shiba First,257-,,,,,,,,,,,,,,2402.34,6189862,Meydan,,Public Facilities
10318408,Nad Al Shiba First,258-,,,,,,,,,,,,,,2407.58,6183886,Meydan,,Public Facilities
10318410,Nad Al Shiba First,259-,,,,,,,,,,,,,,15042.59,6189811,Meydan,,Public Facilities
10318412,Nad Al Shiba First,260-,,MGV-A05,,,,,,,,,,,,2841.92,6189846,Meydan,,Public Facilities
10326644,Nad Al Shiba First,261-,,,,,,,,,,,,,,1858.04,6189029,Meydan,,Public Facilities
10326646,Nad Al Shiba First,262-,,,,,,,,,,,,,,1858.04,6189028,Meydan,,Public Facilities
10326648,Nad Al Shiba First,263-,,,,,,,,,,,,,,1858.04,6189047,Meydan,,Public Facilities
10326650,Nad Al Shiba First,264-,,,,,,,,,,,,,,1858.04,6189081,Meydan,THE POLO RESIDENCE,Public Facilities
10326652,Nad Al Shiba First,265-,,,,,,,,,,,,,,1858.05,6189070,Meydan,THE POLO RESIDENCE,Public Facilities
10326654,Nad Al Shiba First,266-,,,,,,,,,,,,,,1858.05,6189074,Meydan,THE POLO RESIDENCE,Public Facilities
10326656,Nad Al Shiba First,267-,,,,,,,,,,,,,,1858.05,6189077,Meydan,THE POLO RESIDENCE,Public Facilities
10326658,Nad Al Shiba First,268-,,,,,,,,,,,,,,1858.05,6188960,Meydan,,Public Facilities
10326660,Nad Al Shiba First,269-,,,,,,,,,,,,,,1858.05,6189078,Meydan,THE POLO RESIDENCE,Public Facilities
10326662,Nad Al Shiba First,270-,,,,,,,,,,,,,,1858.05,6189064,Meydan,THE POLO RESIDENCE,Public Facilities
10326664,Nad Al Shiba First,271-,,,,,,,,,,,,,,1858.05,6188943,Meydan,,Public Facilities
10326666,Nad Al Shiba First,272-,,,,,,,,,,,,,,1858.05,6189038,Meydan,,Public Facilities
10326668,Nad Al Shiba First,273-,,,,,,,,,,,,,,1858.05,6189033,Meydan,Royal Manor,Public Facilities
10326670,Nad Al Shiba First,274-,,,,,,,,,,,,,,1858.05,6189066,Meydan,THE POLO RESIDENCE,Public Facilities
10326672,Nad Al Shiba First,275-,,,,,,,,,,,,,,1858.05,6188944,Meydan,,Public Facilities
10326674,Nad Al Shiba First,276-,,,,,,,,,,,,,,1858.06,6189086,Meydan,THE POLO RESIDENCE,Public Facilities
10326676,Nad Al Shiba First,277-,,,,,,,,,,,,,,1858.06,6189016,Meydan,THE POLO RESIDENCE,Public Facilities
10326678,Nad Al Shiba First,278-,,,,,,,,,,,,,,1858.06,6189067,Meydan,THE POLO RESIDENCE,Public Facilities
10326680,Nad Al Shiba First,279-,,,,,,,,,,,,,,1858.06,6189085,Meydan,THE POLO RESIDENCE,Public Facilities
10326682,Nad Al Shiba First,280-,,,,,,,,,,,,,,1858.06,6189143,Meydan,THE POLO RESIDENCE,Public Facilities
10326684,Nad Al Shiba First,281-,,,,,,,,,,,,,,1858.06,6188953,Meydan,,Public Facilities
10326686,Nad Al Shiba First,282-,,,,,,,,,,,,,,1858.06,6189004,Meydan,,Public Facilities
10326688,Nad Al Shiba First,283-,,,,,,,,,,,,,,1858.07,6189134,Meydan,THE POLO RESIDENCE,Public Facilities
10326690,Nad Al Shiba First,284-,,,,,,,,,,,,,,1858.07,6188948,Meydan,,Public Facilities
10326692,Nad Al Shiba First,285-,,,,,,,,,,,,,,1858.07,6188952,Meydan,,Public Facilities
10326694,Nad Al Shiba First,286-,,,,,,,,,,,,,,1858.07,6188945,Meydan,,Public Facilities
10326696,Nad Al Shiba First,287-,,,,,,,,,,,,,,1858.07,6188946,Meydan,,Public Facilities
10326698,Nad Al Shiba First,288-,,,,,,,,,,,,,,1858.07,6189012,Meydan,THE POLO RESIDENCE,Public Facilities
10326700,Nad Al Shiba First,289-,,,,,,,,,,,,,,1858.07,6189014,Meydan,THE POLO RESIDENCE,Public Facilities
10326702,Nad Al Shiba First,290-,,,,,,,,,,,,,,1858.07,6189136,Meydan,THE POLO RESIDENCE,Public Facilities
