p-number,location,unit,name,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
119487,Jabal Ali,1000-0,,AFSJQMOTHA1373,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119488,Jabal Ali,1001-0,,AFSDQMOTHB0444,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119489,Jabal Ali,1002-0,,AFSCQMOTHA0336,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119490,Jabal Ali,1003-0,,AFSDQCOV3B0826,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119491,Jabal Ali,1004-0,,AFSDQMOTHB0563,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119492,Jabal Ali,1005-0,,AFEMQCOV5B1948,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119493,Jabal Ali,1006-0,,AFEMQCOV5B1900,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119494,Jabal Ali,1007-0,,AFEMQCOV3B1904,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119495,Jabal Ali,1008-0,,AFEMQCOV3B1906,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119496,Jabal Ali,1009-0,,AFSDQMOTHB0768,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119497,Jabal Ali,1010-0,,AFSDQMOTHB0728,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119498,Jabal Ali,1011-0,,AFSFQMOTHA0964,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119499,Jabal Ali,1012-0,,AFSDQMOTHB0731,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119500,Jabal Ali,1013-0,,AFSFQMOTHB0975,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119501,Jabal Ali,1014-0,,AFEKHCOV3B1576,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119502,Jabal Ali,1015-0,,AFSJQCLV3A1426,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119503,Jabal Ali,1016-0,,AFEKHMOTHB1511,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119504,Jabal Ali,1017-0,,AFSFQMOTHB0949,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119505,Jabal Ali,1018-0,,AFSHDMOTHA1147,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119506,Jabal Ali,1019-0,,AFSADCLV3B0098,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119507,Jabal Ali,1020-0,,AFSADCOV5B0162,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119508,Jabal Ali,1021-0,,AFMU050,,,,,,,,,,,,10536.76,,Al Furjan,,Commercial
119509,Jabal Ali,1022-0,,AFEKHMOTHB1508,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119510,Jabal Ali,1023-0,,AFEMQCOV3B1931,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119511,Jabal Ali,1024-0,,AFEMQCOV5B1942,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119512,Jabal Ali,1025-0,,AFSADMOTHB0009,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119513,Jabal Ali,1026-0,,AFENDCOV5B2116,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119514,Jabal Ali,1027-0,,AFSDQMOTHA0748,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119515,Jabal Ali,1028-0,,AFSADCLV3B0114,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119516,Jabal Ali,1029-0,,AFSDQMOTHA0457,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119517,Jabal Ali,1030-0,,AFEMQMOTHA1812,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119518,Jabal Ali,1031-0,,AFEMQMOTHB1875,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119519,Jabal Ali,1032-0,,AFSDQMOTHA0529,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119520,Jabal Ali,1033-0,,AFSCQMOTHA0357,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119521,Jabal Ali,1034-0,,AFENDCOV3A2137,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119522,Jabal Ali,1035-0,,AFSCQMOTHB0308,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119523,Jabal Ali,1036-0,,AFSHDCOV3B1255,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119524,Jabal Ali,1037-0,,AFSHDCOV3B1209,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119525,Jabal Ali,1038-0,,AFSDQMOTHB0658,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119526,Jabal Ali,1039-0,,AFSCQMOTHA0364,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119527,Jabal Ali,1040-0,,AFEKHMOTHB1538,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119528,Jabal Ali,1041-0,,AFSFQCLV6M0986,,,,,,,,,,,,875.0,5000001,Al Furjan,,Commercial
119529,Jabal Ali,1042-0,,AFSGDMOTHA1053,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119530,Jabal Ali,1043-0,,AFSADMOTHA0023,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
5385617,Jabal Ali,1044-0,AFSBDCLV3B0270,,,,,,2,3 B/R,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
119531,Jabal Ali,1044-0,,AFSBDCLV3B0270,,,,,,,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
119532,Jabal Ali,1045-0,,AFSFQMOTHA0963,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119533,Jabal Ali,1046-0,,AFSADCLV5B0116,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119534,Jabal Ali,1047-0,,AFRA015,,,,,,,,,,,,3147.58,5000001,Al Furjan,,Commercial
119535,Jabal Ali,1048-0,,AFSCQCOV3A0404,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119536,Jabal Ali,1049-0,,AFEMQMOTHA1867,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119537,Jabal Ali,1050-0,,AFEMQMOTHA1823,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119538,Jabal Ali,1051-0,,AFEMQMOTHA1827,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119539,Jabal Ali,1052-0,,AFEMQMOTHB1831,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119540,Jabal Ali,1053-0,,AFEMQCOV6M1935,,,,,,,,,,,,875.0,,Al Furjan,,Commercial
119541,Jabal Ali,1054-0,,AFEMQCOV3B1937,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119542,Jabal Ali,1055-0,,AFEMQCOV5B1880,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119543,Jabal Ali,1056-0,,AFSDQMOTHA0714,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119544,Jabal Ali,1057-0,,AFSFQMOTHB0940,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119545,Jabal Ali,1058-0,,AFSHDCOV5B1236,,,,,,,,,,,,620.4,5000001,Al Furjan,,Commercial
119546,Jabal Ali,1059-0,,AFELHCOV5B1770,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119547,Jabal Ali,1060-0,,AFSBDCLV5A0276,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119548,Jabal Ali,1061-0,,AFSADCOV3A0134,,,,,,,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
119549,Jabal Ali,1062-0,,AFSDQMOTHA0442,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119550,Jabal Ali,1063-0,,AFSADMOTHB0041,,,,,,,,,,,,224.0,5000001,Al Furjan,AL FURJAN,Commercial
119551,Jabal Ali,1064-0,,AFSDQCLV5B0775,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119552,Jabal Ali,1065-0,,AFC054,,,,,,,,,,,,4300.6,,Al Furjan,,Commercial
119553,Jabal Ali,1066-0,,AFSDQMOTHA0755,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119554,Jabal Ali,1067-0,,AFSADMOTHB0058,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119555,Jabal Ali,1068-0,,AFSFQCLV6M1014,,,,,,,,,,,,875.0,5000001,Al Furjan,,Commercial
119556,Jabal Ali,1069-0,,AFSADMOTHB0013,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119557,Jabal Ali,1070-0,,AFSDQMOTHA0429,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
5384353,Jabal Ali,1070-0,AFSDQMOTHA0429,,,,,,2,3 B/R,,,,,,229.6,,Al Furjan,AL FURJAN,Commercial
119558,Jabal Ali,1071-0,,AFMU019,,,,,,,,,,,,3759.86,,Al Furjan,,Commercial
119559,Jabal Ali,1072-0,,AFMU002,,,,,,,,,,,,3930.96,,Al Furjan,,Commercial
119560,Jabal Ali,1073-0,,AFSCQMOTHB0345,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119561,Jabal Ali,1074-0,,AFSCQMOTHA0344,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119562,Jabal Ali,1075-0,,AFEKHMOTHB1479,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119563,Jabal Ali,1076-0,,AFELHCOV3B1749,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119564,Jabal Ali,1077-0,,AFSDQMOTHB0500,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119565,Jabal Ali,1078-0,,AFC042,,,,,,,,,,,,3898.78,5001111,Al Furjan,AL MASA II,Commercial
119566,Jabal Ali,1079-0,,AFMU039,,,,,,,,,,,,3330.92,,Al Furjan,,Commercial
119567,Jabal Ali,1080-0,,AFMU017,,,,,,,,,,,,3920.12,,Al Furjan,,Commercial
119568,Jabal Ali,1081-0,,AFSDQMOTHB0574,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
119569,Jabal Ali,1082-0,,AFMU027,,,,,,,,,,,,3351.5,,Al Furjan,,Commercial
119570,Jabal Ali,1083-0,,AFSDQMOTHA0548,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119571,Jabal Ali,1084-0,,AFSCQCOV3B0391,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119572,Jabal Ali,1085-0,,AFSBDCLV5B0258,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119573,Jabal Ali,1086-0,,AFENDMOTHA2090,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119574,Jabal Ali,1087-0,,AFENDMOTHB2069,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119575,Jabal Ali,1088-0,,AFEMQCOV5B1932,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119576,Jabal Ali,1089-0,,AFSBDCLV5A0275,,,,,,,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
5385641,Jabal Ali,1089-0,AFSBDCLV5A0275,,,,,,2,5 B/R,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
119577,Jabal Ali,1090-0,,AFMU026,,,,,,,,,,,,3595.69,,Al Furjan,,Commercial
119578,Jabal Ali,1091-0,,AFSBDMOTHA0187,,,,,,,,,,,,224.0,5000001,Al Furjan,AL FURJAN,Commercial
5385644,Jabal Ali,1091-0,AFSBDMOTHA0187,,,,,,2,3 B/R,,,,,,227.5,5000001,Al Furjan,AL FURJAN,Commercial
119579,Jabal Ali,1092-0,,AFSADMOTHB0044,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119580,Jabal Ali,1093-0,,AFSDQMOTHA0644,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119581,Jabal Ali,1094-0,,AFSADCLV5A0074,,,,,,,,,,,,750.01,,Al Furjan,,Commercial
119582,Jabal Ali,1095-0,,AFSBDCLV5B0291,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119583,Jabal Ali,1096-0,,AFSGDMOTHB1041,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119584,Jabal Ali,1097-0,,AFSGDMOTHB1048,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119585,Jabal Ali,1098-0,,AFSGDCOV6M1126,,,,,,,,,,,,875.0,,Al Furjan,,Commercial
119586,Jabal Ali,1099-0,,AFSHDMOTHB1197,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119587,Jabal Ali,1100-0,,AFSADMOTHB0051,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119588,Jabal Ali,1101-0,,AFSBDCLV5A0253,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119589,Jabal Ali,1102-0,,AFSDQMOTHB0463,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119590,Jabal Ali,1103-0,,AFSFQMOTHA0970,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119591,Jabal Ali,1104-0,,AFELHCOV5B1795,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119592,Jabal Ali,1105-0,,AFELHCOV5A1743,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119593,Jabal Ali,1106-0,,AFELHCOV3A1763,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119594,Jabal Ali,1107-0,,AFSCQMOTHA0339,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119595,Jabal Ali,1108-0,,AFSCQCOV5B0390,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119596,Jabal Ali,1109-0,,AFENDMOTHB2066,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119597,Jabal Ali,1110-0,,AFENDMOTHB2061,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119598,Jabal Ali,1111-0,,AFRA006,,,,,,,,,,,,4082.67,5000001,Al Furjan,AZIZI SAWSAN-I,Commercial
119599,Jabal Ali,1112-0,,AFSJQCLV5B1420,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119600,Jabal Ali,1113-0,,AFEKHCOV5B1655,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119601,Jabal Ali,1114-0,,AFMU006,,,,,,,,,,,,3948.66,,Al Furjan,,Commercial
119602,Jabal Ali,1115-0,,AFSDQMOTHB0650,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119603,Jabal Ali,1116-0,,AFSDQMOTHA0601,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119604,Jabal Ali,1117-0,,AFSFQMOTHB0965,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119605,Jabal Ali,1118-0,,AFSFQCLV5B1022,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119606,Jabal Ali,1119-0,,AFSFQCLV3B1024,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119607,Jabal Ali,1120-0,,AFEMQMOTHB1845,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119608,Jabal Ali,1121-0,,AFC036,,,,,,,,,,,,3990.57,5000001,Al Furjan,INDIGO CAPITAL,Commercial
119609,Jabal Ali,1122-0,,AFSDQMOTHA0770,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
5385411,Jabal Ali,1122-0,AFSDQMOTHA0770,,,,,,2,3 B/R,,,,,,229.6,,Al Furjan,AL FURJAN,Commercial
119610,Jabal Ali,1123-0,,AFC037,,,,,,,,,,,,5170.45,,Al Furjan,,Commercial
119611,Jabal Ali,1124-0,,AFEKHMOTHA1443,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119612,Jabal Ali,1125-0,,AFEKHCOV5A1593,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119613,Jabal Ali,1126-0,,AFEKHCOV6M1644,,,,,,,,,,,,875.0,,Al Furjan,,Commercial
119614,Jabal Ali,1127-0,,AFSHDCOV3A1220,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119615,Jabal Ali,1128-0,,AFSDQMOTHB0692,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119616,Jabal Ali,1129-0,,AFEKHCOV5B1588,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119617,Jabal Ali,1130-0,,AFELHMOTHB1700,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119618,Jabal Ali,1131-0,,AFSDQCLV3B0772,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119619,Jabal Ali,1132-0,,AFSADCOV3B0146,,,,,,,,,,,,600.0,5000001,Al Furjan,AL FURJAN,Commercial
119620,Jabal Ali,1133-0,,AFSDQMOTHA0659,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119621,Jabal Ali,1134-0,,AFSFQMOTHA0974,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119622,Jabal Ali,1135-0,,AFSFQMOTHA0942,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119623,Jabal Ali,1136-0,,AFSFQMOTHB0926,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119624,Jabal Ali,1137-0,,AFSFQMOTHB0962,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119625,Jabal Ali,1138-0,,AFSHDCOV5B1233,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119626,Jabal Ali,1139-0,,AFENDCOV3B2115,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119627,Jabal Ali,1140-0,,AFC040,,,,,,,,,,,,3269.19,5001111,Al Furjan,,Commercial
119628,Jabal Ali,1141-0,,AFSDQMOTHA0611,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119629,Jabal Ali,1142-0,,AFSADMOTHA0027,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119630,Jabal Ali,1143-0,,AFSADCLV3B0069,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119631,Jabal Ali,1144-0,,AFSDQMOTHA0445,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119632,Jabal Ali,1145-0,,AFEMQMOTHA1804,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119633,Jabal Ali,1146-0,,AFEKHCOV3B1598,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119634,Jabal Ali,1147-0,,AFEKHCOV3B1613,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119635,Jabal Ali,1148-0,,AFSADCOV5A0150,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119636,Jabal Ali,1149-0,,AFC032,,,,,,,,,,,,4469.76,5000001,Al Furjan,,Commercial
119637,Jabal Ali,1150-0,,AFSBDCLV3B0263,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119638,Jabal Ali,1151-0,,AFSDQMOTHA0556,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119639,Jabal Ali,1152-0,,AFENDMOTHA2048,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119640,Jabal Ali,1153-0,,AFSDQMOTHB0724,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119641,Jabal Ali,1154-0,,AFEKHCOV3A1643,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119642,Jabal Ali,1155-0,,AFEKHMOTHB1444,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119643,Jabal Ali,1156-0,,AFEKHCOV3B1619,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119644,Jabal Ali,1157-0,,AFENDMOTHB2077,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119645,Jabal Ali,1158-0,,AFENDMOTHB2106,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119646,Jabal Ali,1159-0,,AFEMQCOV3B1920,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119647,Jabal Ali,1160-0,,AFEMQMOTHB1813,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119648,Jabal Ali,1161-0,,AFC033,,,,,,,,,,,,3990.0,,Al Furjan,,Commercial
119649,Jabal Ali,1162-0,,AFSCQMOTHA0326,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119650,Jabal Ali,1163-0,,AFSBDCLV5B0249,,,,,,,,,,,,600.0,,Al Furjan,AL FURJAN,Commercial
119651,Jabal Ali,1164-0,,AFSADMOTHB0063,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119652,Jabal Ali,1165-0,,AFEKHMOTHA1450,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119653,Jabal Ali,1166-0,,AFELHCOV5B1754,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119654,Jabal Ali,1167-0,,AFCH014,,,,,,,,,,,,4349.99,,Al Furjan,,Commercial
119655,Jabal Ali,1168-0,,AFC028,,,,,,,,,,,,5123.17,,Al Furjan,,Commercial
119656,Jabal Ali,1169-0,,AFSDQMOTHA0710,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119657,Jabal Ali,1170-0,,AFA1Q1T3B-404,,,,,,,,,,,,224.0,5000066,Al Furjan,,Commercial
119658,Jabal Ali,1171-0,,AFSDQMOTHA0576,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119659,Jabal Ali,1172-0,,AFRA001,,,,,,,,,,,,4045.86,5000001,Al Furjan,AZIZI FEIROUZ I,Commercial
119660,Jabal Ali,1173-0,,AFSBDMOTHB0199,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119661,Jabal Ali,1174-0,,AFSBDMOTHB0206,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119662,Jabal Ali,1175-0,,AFSDQMOTHB0539,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119663,Jabal Ali,1176-0,,AFEKHMOTHB1523,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119664,Jabal Ali,1177-0,,AFEKHMOTHA1517,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119665,Jabal Ali,1178-0,,AFSDQMOTHB0443,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119666,Jabal Ali,1179-0,,AFEKHMOTHA1501,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119667,Jabal Ali,1180-0,,AFELHCOV3A1773,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119668,Jabal Ali,1181-0,,AFELHCOV3A1765,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119669,Jabal Ali,1182-0,,AFSDQMOTHA0489,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
119670,Jabal Ali,1183-0,,AFSBDCLV3B0302,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119671,Jabal Ali,1184-0,,AFELHCOV5A1731,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119672,Jabal Ali,1185-0,,AFSDQMOTHB0736,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119673,Jabal Ali,1186-0,,AFEKHMOTHB1533,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119674,Jabal Ali,1187-0,,AFSDQCOV6M0817,,,,,,,,,,,,875.0,,Al Furjan,,Commercial
119675,Jabal Ali,1188-0,,AFSDQMOTHB0624,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119676,Jabal Ali,1189-0,,AFSADMOTHB0022,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119677,Jabal Ali,1190-0,,AFSDQMOTHB0475,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119678,Jabal Ali,1191-0,,AFSBDCLV3B0238,,,,,,,,,,,,600.0,5000001,Al Furjan,AL FURJAN,Commercial
5385695,Jabal Ali,1191-0,AFSBDCLV3B0238,,,,,,2,3 B/R,,,,,,600.0,5000001,Al Furjan,AL FURJAN,Commercial
119679,Jabal Ali,1192-0,,AFEKHCOV3B1571,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119680,Jabal Ali,1193-0,,AFEKHCOV5B1661,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119681,Jabal Ali,1194-0,,AFSCQMOTHA0358,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119682,Jabal Ali,1195-0,,AFSADMOTHA0011,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119683,Jabal Ali,1196-0,,AFSDQMOTHA0766,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119684,Jabal Ali,1197-0,,AFSDQMOTHB0740,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
5385330,Jabal Ali,1197-0,AFSDQMOTHB0740,,,,,,2,3 B/R,,,,,,222.6,,Al Furjan,AL FURJAN,Commercial
119685,Jabal Ali,1198-0,,AFSDQMOTHA0619,,,,,,,,,,,,224.0,5000001,Al Furjan,AL FURJAN,Commercial
119686,Jabal Ali,1199-0,,AFSADCLV3B0091,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119687,Jabal Ali,1200-0,,AFSDQMOTHA0545,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119688,Jabal Ali,1201-0,,AFSBDCLV5B0248,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119689,Jabal Ali,1202-0,,AFSDQMOTHA0462,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119690,Jabal Ali,1203-0,,AFSADCLV5B0118,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119691,Jabal Ali,1204-0,,AFEKHMOTHA1473,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119692,Jabal Ali,1205-0,,AFENDCOV3A2128,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119693,Jabal Ali,1206-0,,AFELHMOTHB1725,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119694,Jabal Ali,1207-0,,AFELHMOTHB1708,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119695,Jabal Ali,1208-0,,AFSBDMOTHB0218,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119696,Jabal Ali,1209-0,,AFSDQMOTHB0464,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119697,Jabal Ali,1210-0,,AFSJQMOTHA1380,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119698,Jabal Ali,1211-0,,AFELHMOTHA1699,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119699,Jabal Ali,1212-0,,AFSJQMOTHA1396,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119700,Jabal Ali,1213-0,,AFSJQMOTHB1382,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119701,Jabal Ali,1214-0,,AFSCQMOTHA0328,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119702,Jabal Ali,1215-0,,AFC047,,,,,,,,,,,,4886.63,,Al Furjan,,Commercial
119703,Jabal Ali,1216-0,,AFSDQMOTHA0518,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
119704,Jabal Ali,1217-0,,AFSADCLV5B0120,,,,,,,,,,,,600.0,,Al Furjan,,Commercial
119705,Jabal Ali,1218-0,,AFSDQMOTHA0478,,,,,,,,,,,,224.0,,Al Furjan,AL FURJAN,Commercial
119706,Jabal Ali,1219-0,,AFELHCOV3B1796,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119707,Jabal Ali,1220-0,,AFSDQCLV5B0783,,,,,,,,,,,,600.0,5000001,Al Furjan,,Commercial
119708,Jabal Ali,1221-0,,AFSBDMOTHA0224,,,,,,,,,,,,224.0,,Al Furjan,,Commercial
119709,Jabal Ali,1222-0,,AFSCQMOTHA0347,,,,,,,,,,,,224.0,5000001,Al Furjan,,Commercial
