p-number,location,unit,name,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
33411023,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,112,4.64,1,0.16,1,1 B/R,,,,,,61.1,,,RUKAN,
33411027,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,113,4.64,1,0.16,1,1 B/R,,,,,,61.14,,,RUKAN,
33411031,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,114,9.56,1,0.19,1,1 B/R,,,,,,69.7,,,RUKAN,
33411035,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,115,9.56,1,0.19,1,1 B/R,,,,,,69.7,,,RUKAN,
33411039,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,201,2.74,1,0.2,2,1 B/R,,,,,,73.98,,,RUKAN,
33411043,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,202,13.05,1,0.3,2,2 B/R,,,,,,110.78,,,RUKAN,
33411047,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,203,9.56,1,0.2,2,1 B/R,,,,,,74.26,,,RUKAN,
33411051,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,204,8.19,1,0.12,2,,,,,,,43.46,,,RUKAN,
33411055,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,205,12.59,1,0.2,2,1 B/R,,,,,,76.37,,,RUKAN,
33411059,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,206,8.19,1,0.12,2,,,,,,,43.46,,,RUKAN,
33411063,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,207,9.56,1,0.2,2,1 B/R,,,,,,74.26,,,RUKAN,
33411067,Wadi Al Safa 7,2807-,RUKAN BUILDING 5,,208,13.05,1,0.3,2,2 B/R,,,,,,110.78,,,RUKAN,
92419673,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-724,15.28,1,0.21,7,1 B/R,,,,,,71.12,,,RUKAN,
92419767,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-725,14.99,1,0.2,7,1 B/R,,,,,,70.85,,,RUKAN,
92419861,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-726,0.0,1,0.21,7,1 B/R,,,,,,72.96,,,RUKAN,
92419955,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-727,15.45,1,0.21,7,1 B/R,,,,,,73.18,,,RUKAN,
92421343,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-P13,25.9,1,0.24,P,1 B/R,,,,,,81.36,,,RUKAN,
92421437,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-P14,26.49,1,0.24,P,1 B/R,,,,,,84.14,,,RUKAN,
92421531,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-P15,15.71,1,0.21,P,1 B/R,,,,,,73.27,,,RUKAN,
92430085,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-701,23.83,1,0.26,7,1 B/R,,,,,,91.08,,,RUKAN,
92430179,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-702,15.23,1,0.33,7,2 B/R,,,,,,115.47,,,RUKAN,
92430273,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-703,15.61,1,0.22,7,1 B/R,,,,,,76.16,,,RUKAN,
92430367,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-704,7.61,1,0.12,7,Studio,,,,,,42.64,,,RUKAN,
92430461,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-705,15.57,1,0.22,7,1 B/R,,,,,,77.53,,,RUKAN,
92430555,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-706,7.61,1,0.12,7,Studio,,,,,,42.79,,,RUKAN,
92430649,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-707,0.0,1,0.22,7,1 B/R,,,,,,75.73,,,RUKAN,
92399209,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-712,15.04,1,0.2,7,1 B/R,,,,,,70.84,,,RUKAN,
92399303,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-713,15.12,1,0.21,7,1 B/R,,,,,,70.91,,,RUKAN,
92399397,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-714,0.0,1,0.21,7,1 B/R,,,,,,73.12,,,RUKAN,
92399491,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-715,15.45,1,0.21,7,1 B/R,,,,,,73.18,,,RUKAN,
92400873,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P13,0.0,1,0.22,P,1 B/R,,,,,,77.23,,,RUKAN,
92400967,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P14,7.56,1,0.12,P,Studio,,,,,,42.46,,,RUKAN,
92401061,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P15,15.66,1,0.22,P,1 B/R,,,,,,76.14,,,RUKAN,
92401155,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P16,14.38,1,0.32,P,2 B/R,,,,,,109.45,,,RUKAN,
92406983,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-224,15.13,1,0.21,2,1 B/R,,,,,,71.12,,,RUKAN,
92407077,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-225,14.99,1,0.2,2,1 B/R,,,,,,70.85,,,RUKAN,
92407171,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-226,15.57,1,0.21,2,1 B/R,,,,,,73.2,,,RUKAN,
92407265,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-227,0.0,1,0.21,2,1 B/R,,,,,,72.96,,,RUKAN,
92408769,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-316,13.99,1,0.32,3,2 B/R,,,,,,109.36,,,RUKAN,
92408863,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-317,13.78,1,0.24,3,1 B/R,,,,,,81.92,,,RUKAN,
92408957,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-318,15.45,1,0.21,3,1 B/R,,,,,,73.18,,,RUKAN,
92409051,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-319,0.0,1,0.21,3,1 B/R,,,,,,72.98,,,RUKAN,
92409145,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-320,15.16,1,0.21,3,1 B/R,,,,,,70.86,,,RUKAN,
92409239,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-321,0.0,1,0.2,3,1 B/R,,,,,,67.51,,,RUKAN,
92409333,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-322,6.46,1,0.23,3,1 B/R,,,,,,81.22,,,RUKAN,
92409427,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-323,6.48,1,0.23,3,1 B/R,,,,,,81.22,,,RUKAN,
92409521,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-324,0.0,1,0.2,3,1 B/R,,,,,,67.51,,,RUKAN,
92430837,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-709,13.78,1,0.24,7,1 B/R,,,,,,81.92,,,RUKAN,
92430931,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-710,15.45,1,0.21,7,1 B/R,,,,,,73.18,,,RUKAN,
92431025,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-711,0.0,1,0.21,7,1 B/R,,,,,,73.13,,,RUKAN,
92431119,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-712,15.11,1,0.21,7,1 B/R,,,,,,70.89,,,RUKAN,
92431213,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-713,15.04,1,0.2,7,1 B/R,,,,,,70.84,,,RUKAN,
92431307,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-714,15.45,1,0.21,7,1 B/R,,,,,,73.28,,,RUKAN,
92431401,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-715,15.71,1,0.21,7,1 B/R,,,,,,73.27,,,RUKAN,
92412153,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-425,14.92,1,0.2,4,1 B/R,,,,,,70.81,,,RUKAN,
92412247,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-426,15.36,1,0.21,4,1 B/R,,,,,,73.17,,,RUKAN,
92412341,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-427,15.54,1,0.21,4,1 B/R,,,,,,73.27,,,RUKAN,
92413845,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-516,15.86,1,0.32,5,2 B/R,,,,,,109.46,,,RUKAN,
92413939,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-517,13.78,1,0.24,5,1 B/R,,,,,,81.92,,,RUKAN,
92414033,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-518,15.45,1,0.21,5,1 B/R,,,,,,73.18,,,RUKAN,
92414127,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-519,0.0,1,0.21,5,1 B/R,,,,,,72.97,,,RUKAN,
92414221,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-520,14.99,1,0.2,5,1 B/R,,,,,,70.85,,,RUKAN,
92414315,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-521,15.13,1,0.21,5,1 B/R,,,,,,71.12,,,RUKAN,
92414409,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-522,6.48,1,0.23,5,1 B/R,,,,,,81.22,,,RUKAN,
92414503,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-523,6.48,1,0.23,5,1 B/R,,,,,,81.22,,,RUKAN,
92414597,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-524,15.04,1,0.21,5,1 B/R,,,,,,71.03,,,RUKAN,
92414691,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-525,15.08,1,0.21,5,1 B/R,,,,,,70.94,,,RUKAN,
92414785,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-526,0.0,1,0.21,5,1 B/R,,,,,,72.96,,,RUKAN,
92414879,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-527,15.45,1,0.21,5,1 B/R,,,,,,73.18,,,RUKAN,
92416383,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-616,8.16,1,0.31,6,2 B/R,,,,,,106.83,,,RUKAN,
92416477,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-617,13.78,1,0.24,6,1 B/R,,,,,,81.92,,,RUKAN,
92409615,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-325,15.11,1,0.2,3,1 B/R,,,,,,70.8,,,RUKAN,
92409709,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-326,0.0,1,0.21,3,1 B/R,,,,,,72.98,,,RUKAN,
92409803,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-327,15.45,1,0.21,3,1 B/R,,,,,,73.18,,,RUKAN,
92411307,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-416,8.16,1,0.32,4,2 B/R,,,,,,109.13,,,RUKAN,
92411401,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-417,13.78,1,0.24,4,1 B/R,,,,,,81.92,,,RUKAN,
92411495,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-418,15.54,1,0.21,4,1 B/R,,,,,,73.27,,,RUKAN,
92411589,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-419,15.36,1,0.21,4,1 B/R,,,,,,73.17,,,RUKAN,
92411683,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-420,14.95,1,0.2,4,1 B/R,,,,,,70.81,,,RUKAN,
92411777,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-421,0.0,1,0.2,4,1 B/R,,,,,,67.47,,,RUKAN,
92411871,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-422,6.48,1,0.23,4,1 B/R,,,,,,81.22,,,RUKAN,
92411965,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-423,6.48,1,0.23,4,1 B/R,,,,,,81.22,,,RUKAN,
92412059,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-424,0.0,1,0.2,4,1 B/R,,,,,,67.44,,,RUKAN,
92389433,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-P13,25.6,1,0.24,P,1 B/R,,,,,,81.38,,,RUKAN,
92389527,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-P14,18.85,1,0.14,P,Studio,,,,,,49.95,,,RUKAN,
92389621,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-P15,48.95,1,0.36,P,2 B/R,,,,,,122.72,,,RUKAN,
92398175,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-701,13.8,1,0.24,7,1 B/R,,,,,,81.92,,,RUKAN,
92398269,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-702,14.14,1,0.32,7,2 B/R,,,,,,109.38,,,RUKAN,
92398363,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-703,0.0,1,0.22,7,1 B/R,,,,,,75.91,,,RUKAN,
92398457,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-704,7.76,1,0.12,7,Studio,,,,,,42.6,,,RUKAN,
92398551,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-705,15.55,1,0.22,7,1 B/R,,,,,,77.54,,,RUKAN,
92398645,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-706,7.61,1,0.12,7,Studio,,,,,,42.64,,,RUKAN,
92398739,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-707,15.61,1,0.22,7,1 B/R,,,,,,76.16,,,RUKAN,
92398833,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-708,15.25,1,0.33,7,2 B/R,,,,,,115.5,,,RUKAN,
92398927,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-709,23.82,1,0.26,7,1 B/R,,,,,,91.08,,,RUKAN,
92399021,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-710,15.71,1,0.21,7,1 B/R,,,,,,73.27,,,RUKAN,
92419485,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-722,6.48,1,0.23,7,1 B/R,,,,,,81.22,,,RUKAN,
92419579,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-723,6.48,1,0.23,7,1 B/R,,,,,,81.22,,,RUKAN,
92401813,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P23,28.82,1,0.3,P,1 B/R,,,,,,103.44,,,RUKAN,
92401907,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P24,25.82,1,0.24,P,1 B/R,,,,,,81.64,,,RUKAN,
92402001,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P25,25.68,1,0.24,P,1 B/R,,,,,,81.37,,,RUKAN,
92402095,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P26,18.91,1,0.14,P,Studio,,,,,,49.9,,,RUKAN,
92430743,Wadi Al Safa 7,2807-,RUKAN BUILDING 3,,C-708,14.14,1,0.32,7,2 B/R,,,,,,109.38,,,RUKAN,
92416571,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-618,0.0,1,0.2,6,1 B/R,,,,,,69.66,,,RUKAN,
92399115,Wadi Al Safa 7,2807-,RUKAN BUILDING 1,,A-711,15.45,1,0.21,7,1 B/R,,,,,,73.28,,,RUKAN,
92416665,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-619,15.4,1,0.21,6,1 B/R,,,,,,73.21,,,RUKAN,
92416759,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-620,0.0,1,0.19,6,1 B/R,,,,,,67.33,,,RUKAN,
92416853,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-621,15.04,1,0.21,6,1 B/R,,,,,,71.04,,,RUKAN,
92416947,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-622,6.48,1,0.23,6,1 B/R,,,,,,81.22,,,RUKAN,
92417041,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-623,6.48,1,0.23,6,1 B/R,,,,,,81.22,,,RUKAN,
92417135,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-624,15.08,1,0.21,6,1 B/R,,,,,,71.07,,,RUKAN,
92417229,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-625,0.0,1,0.19,6,1 B/R,,,,,,67.28,,,RUKAN,
92417323,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-626,15.4,1,0.21,6,1 B/R,,,,,,73.21,,,RUKAN,
92417417,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-627,0.0,1,0.2,6,1 B/R,,,,,,69.66,,,RUKAN,
92417511,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-701,13.78,1,0.24,7,1 B/R,,,,,,81.92,,,RUKAN,
92417605,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-702,14.4,1,0.32,7,2 B/R,,,,,,109.45,,,RUKAN,
92417699,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-703,15.66,1,0.22,7,1 B/R,,,,,,76.15,,,RUKAN,
92417793,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-704,7.47,1,0.12,7,Studio,,,,,,42.43,,,RUKAN,
92417887,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-705,15.69,1,0.22,7,1 B/R,,,,,,77.6,,,RUKAN,
92417981,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-706,7.43,1,0.12,7,Studio,,,,,,42.41,,,RUKAN,
92418075,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-707,0.0,1,0.22,7,1 B/R,,,,,,75.93,,,RUKAN,
92418169,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-708,15.45,1,0.22,7,1 B/R,,,,,,76.13,,,RUKAN,
92418263,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-709,30.28,1,0.31,7,1 B/R,,,,,,105.47,,,RUKAN,
92418357,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-710,7.99,1,0.2,7,1 B/R,,,,,,68.68,,,RUKAN,
92418451,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-711,0.0,1,0.22,7,1 B/R,,,,,,75.93,,,RUKAN,
92418545,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-712,7.43,1,0.12,7,Studio,,,,,,42.41,,,RUKAN,
92418639,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-713,15.69,1,0.22,7,1 B/R,,,,,,77.68,,,RUKAN,
92418733,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-714,7.47,1,0.12,7,Studio,,,,,,42.35,,,RUKAN,
92418827,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-715,15.49,1,0.22,7,1 B/R,,,,,,76.14,,,RUKAN,
92418921,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-716,14.25,1,0.32,7,2 B/R,,,,,,109.45,,,RUKAN,
92419015,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-717,13.78,1,0.24,7,1 B/R,,,,,,81.92,,,RUKAN,
92419109,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-718,15.45,1,0.21,7,1 B/R,,,,,,73.18,,,RUKAN,
92419203,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-719,0.0,1,0.21,7,1 B/R,,,,,,72.96,,,RUKAN,
92419297,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-720,14.99,1,0.2,7,1 B/R,,,,,,70.85,,,RUKAN,
92419391,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-721,15.3,1,0.21,7,1 B/R,,,,,,71.12,,,RUKAN,
92401249,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P17,43.38,1,0.32,P,1 B/R,,,,,,111.52,,,RUKAN,
92401343,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P18,48.87,1,0.36,P,2 B/R,,,,,,122.86,,,RUKAN,
92401437,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P19,19.84,1,0.15,P,Studio,,,,,,50.83,,,RUKAN,
92401531,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P20,25.69,1,0.24,P,1 B/R,,,,,,81.38,,,RUKAN,
92401625,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P21,25.82,1,0.24,P,1 B/R,,,,,,81.64,,,RUKAN,
92401719,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P22,28.82,1,0.3,P,1 B/R,,,,,,103.43,,,RUKAN,
92402189,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-P27,48.88,1,0.35,P,2 B/R,,,,,,122.66,,,RUKAN,
92403693,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-116,8.16,1,0.32,1,2 B/R,,,,,,109.14,,,RUKAN,
92403787,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-117,13.78,1,0.24,1,1 B/R,,,,,,81.92,,,RUKAN,
92403881,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-118,0.0,1,0.21,1,1 B/R,,,,,,72.96,,,RUKAN,
92403975,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-119,15.4,1,0.21,1,1 B/R,,,,,,73.2,,,RUKAN,
92404069,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-120,15.16,1,0.2,1,1 B/R,,,,,,70.85,,,RUKAN,
92404163,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-121,0.0,1,0.2,1,1 B/R,,,,,,70.81,,,RUKAN,
92404257,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-122,6.48,1,0.23,1,1 B/R,,,,,,81.22,,,RUKAN,
92404351,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-123,6.48,1,0.23,1,1 B/R,,,,,,81.22,,,RUKAN,
92404445,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-124,0.0,1,0.2,1,1 B/R,,,,,,70.81,,,RUKAN,
92404539,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-125,15.16,1,0.2,1,1 B/R,,,,,,70.85,,,RUKAN,
92404633,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-126,15.4,1,0.21,1,1 B/R,,,,,,73.2,,,RUKAN,
92404727,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-127,0.0,1,0.21,1,1 B/R,,,,,,72.96,,,RUKAN,
92406231,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-216,14.38,1,0.32,2,2 B/R,,,,,,109.45,,,RUKAN,
92406325,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-217,13.78,1,0.24,2,1 B/R,,,,,,81.92,,,RUKAN,
92406419,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-218,0.0,1,0.21,2,1 B/R,,,,,,72.96,,,RUKAN,
92406513,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-219,15.57,1,0.21,2,1 B/R,,,,,,73.2,,,RUKAN,
92406607,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-220,14.99,1,0.2,2,1 B/R,,,,,,70.85,,,RUKAN,
92406701,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-221,15.13,1,0.21,2,1 B/R,,,,,,71.12,,,RUKAN,
92406795,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-222,6.48,1,0.23,2,1 B/R,,,,,,81.22,,,RUKAN,
92406889,Wadi Al Safa 7,2807-,RUKAN BUILDING 2,,B-223,6.48,1,0.23,2,1 B/R,,,,,,81.22,,,RUKAN,
