p-number,location,unit,name,registration_number,unit_2,location_2,parking_number,location_3,floor,rooms_description,levels,shops,flats,offices,age,location_4,municipality_number,building,building_2,building_3
53929552,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.66,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53929674,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.4,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53929796,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.38,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53929918,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.99,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930040,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.68,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930162,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.08,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930284,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.97,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930406,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,452.4,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930528,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,452.56,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930650,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.73,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931626,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.93,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931748,Al Hebiah First,101-0,,,,,,1.68,3,5 B/R,,,,,,516.17,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931870,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.11,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931992,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.03,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932114,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.24,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932236,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,449.83,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932358,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.18,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932480,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.75,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932602,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.1,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932724,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.09,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932846,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.94,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53932968,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.89,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933090,Al Hebiah First,101-0,,,,,,1.48,3,5 B/R,,,,,,454.2,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933212,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,449.77,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938580,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.81,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938702,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.59,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938824,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.65,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938946,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.33,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939068,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.29,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939190,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,449.93,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939312,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.6,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939434,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.11,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939556,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.66,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939678,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.94,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939800,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.42,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53939922,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.74,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53940044,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.95,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53940166,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.19,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53940288,Al Hebiah First,101-0,,,,,,1.48,3,5 B/R,,,,,,454.52,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930772,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.61,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53930894,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.66,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931016,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.21,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931138,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.51,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931260,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.47,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931382,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.04,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53931504,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,452.45,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933334,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.78,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933456,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.2,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933578,Al Hebiah First,101-0,,,,,,0.79,2,3 B/R,,,,,,241.31,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933700,Al Hebiah First,101-0,,,,,,1.46,3,5 B/R,,,,,,449.38,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933822,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,452.51,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53933944,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.23,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934066,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.93,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934188,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.86,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934310,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,451.86,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934432,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,452.55,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934554,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.11,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934676,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.11,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934798,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.15,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53934920,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.95,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935042,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.79,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935164,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.14,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935286,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.49,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935408,Al Hebiah First,101-0,,,,,,0.79,2,3 B/R,,,,,,242.36,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935530,Al Hebiah First,101-0,,,,,,1.68,3,5 B/R,,,,,,515.85,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935652,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.02,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935774,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.81,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53935896,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,299.48,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936018,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,300.42,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936140,Al Hebiah First,101-0,,,,,,0.98,2,4 B/R,,,,,,302.32,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936262,Al Hebiah First,101-0,,,,,,0.97,2,4 B/R,,,,,,298.59,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936384,Al Hebiah First,101-0,,,,,,0.97,2,4 B/R,,,,,,299.08,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936506,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.65,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936628,Al Hebiah First,101-0,,,,,,1.46,3,5 B/R,,,,,,449.64,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936750,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.53,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936872,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.71,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53936994,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.89,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937116,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.32,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937238,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.21,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937360,Al Hebiah First,101-0,,,,,,0.79,2,3 B/R,,,,,,241.16,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937482,Al Hebiah First,101-0,,,,,,1.46,3,5 B/R,,,,,,448.97,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937604,Al Hebiah First,101-0,,,,,,1.46,3,5 B/R,,,,,,449.56,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937726,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,240.14,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937848,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.93,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53937970,Al Hebiah First,101-0,,,,,,0.78,2,3 B/R,,,,,,239.95,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938092,Al Hebiah First,101-0,,,,,,1.47,3,5 B/R,,,,,,450.55,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938214,Al Hebiah First,101-0,,,,,,1.49,3,5 B/R,,,,,,456.8,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
53938336,Al Hebiah First,101-0,,,,,,0.79,2,3 B/R,,,,,,241.47,6742009,Motor City,"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",Commercial
24654817,Dubai Investment Park First,572-,GC3-V145,,,,,-1.0,2,,,,,,,305.12,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654821,Dubai Investment Park First,572-,GC3-V146,,,,,-1.0,2,,,,,,,304.81,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654825,Dubai Investment Park First,572-,GC3-V147,,,,,-1.0,2,,,,,,,303.74,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654829,Dubai Investment Park First,572-,GC3-V148,,,,,-1.0,2,,,,,,,301.26,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654833,Dubai Investment Park First,572-,GC3-V149,,,,,-1.0,2,,,,,,,364.14,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654837,Dubai Investment Park First,572-,GC3-V150,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654841,Dubai Investment Park First,572-,GC3-V151,,,,,-1.0,2,,,,,,,303.58,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654845,Dubai Investment Park First,572-,GC3-V152,,,,,-1.0,2,,,,,,,314.71,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654849,Dubai Investment Park First,572-,GC3-V153,,,,,-1.0,2,,,,,,,300.79,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654853,Dubai Investment Park First,572-,GC3-V154,,,,,-1.0,2,,,,,,,316.49,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654857,Dubai Investment Park First,572-,GC3-V155,,,,,-1.0,2,,,,,,,418.89,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654861,Dubai Investment Park First,572-,GC3-V156,,,,,-1.0,2,,,,,,,448.42,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654865,Dubai Investment Park First,572-,GC3-V157,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654869,Dubai Investment Park First,572-,GC3-V158,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654873,Dubai Investment Park First,572-,GC3-V159,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654877,Dubai Investment Park First,572-,GC3-V160,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654881,Dubai Investment Park First,572-,GC3-V161,,,,,-1.0,2,,,,,,,389.24,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24654885,Dubai Investment Park First,572-,GC3-V162,,,,,-1.0,2,,,,,,,372.89,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653691,Dubai Investment Park First,572-,GC3-V033,,,,,-1.0,2,,,,,,,304.11,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632859,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A11,27.32,-1,-1.0,2,2 B/R,,,,,,239.45,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632863,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A12,60.53,-1,-1.0,2,3 B/R,,,,,,392.91,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632867,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A13,60.46,-1,-1.0,2,3 B/R,,,,,,392.86,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632871,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A14,27.32,-1,-1.0,2,2 B/R,,,,,,239.49,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632875,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A15,46.61,-1,-1.0,2,2 B/R,,,,,,271.84,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632879,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-A16,72.87,-1,-1.0,2,3 B/R,,,,,,389.25,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632893,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-R01,-1.0,-1,-1.0,G,,,,,,,61.24,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632897,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-R02,-1.0,-1,-1.0,G,,,,,,,60.1,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24632901,Dubai Investment Park First,572-,GREEN COMMUNITY WEST - EXTENSION - PHASE III,,GC3-R03,-1.0,-1,-1.0,G,,,,,,,259.42,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653751,Dubai Investment Park First,572-,GC3-V048,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653891,Dubai Investment Park First,572-,GC3-V083,,,,,-1.0,2,,,,,,,373.85,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653895,Dubai Investment Park First,572-,GC3-V084,,,,,-1.0,2,,,,,,,369.71,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653899,Dubai Investment Park First,572-,GC3-V085,,,,,-1.0,2,,,,,,,304.38,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653903,Dubai Investment Park First,572-,GC3-V086,,,,,-1.0,2,,,,,,,300.84,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653907,Dubai Investment Park First,572-,GC3-V087,,,,,-1.0,2,,,,,,,302.31,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653911,Dubai Investment Park First,572-,GC3-V088,,,,,-1.0,2,,,,,,,302.37,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653915,Dubai Investment Park First,572-,GC3-V089,,,,,-1.0,2,,,,,,,301.02,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653919,Dubai Investment Park First,572-,GC3-V090,,,,,-1.0,2,,,,,,,304.68,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653923,Dubai Investment Park First,572-,GC3-V091,,,,,-1.0,2,,,,,,,300.52,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24653927,Dubai Investment Park First,572-,GC3-V092,,,,,-1.0,2,,,,,,,300.5,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
15190219,Dubai Investment Park First,572-,,,,,,,,,,,,,,136640.47,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655017,Dubai Investment Park First,572-,GC3-V195,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655021,Dubai Investment Park First,572-,GC3-V196,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655025,Dubai Investment Park First,572-,GC3-V197,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655029,Dubai Investment Park First,572-,GC3-V198,,,,,-1.0,2,,,,,,,422.32,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655033,Dubai Investment Park First,572-,GC3-V199,,,,,-1.0,2,,,,,,,440.47,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655037,Dubai Investment Park First,572-,GC3-V200,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655041,Dubai Investment Park First,572-,GC3-V201,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655045,Dubai Investment Park First,572-,GC3-V202,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655049,Dubai Investment Park First,572-,GC3-V203,,,,,-1.0,2,,,,,,,300.0,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655053,Dubai Investment Park First,572-,GC3-V204,,,,,-1.0,2,,,,,,,385.95,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655057,Dubai Investment Park First,572-,GC3-V205,,,,,-1.0,2,,,,,,,301.8,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655061,Dubai Investment Park First,572-,GC3-V206,,,,,-1.0,2,,,,,,,304.79,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655065,Dubai Investment Park First,572-,GC3-V207,,,,,-1.0,2,,,,,,,306.11,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655069,Dubai Investment Park First,572-,GC3-V208,,,,,-1.0,2,,,,,,,305.77,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
24655073,Dubai Investment Park First,572-,GC3-V209,,,,,-1.0,2,,,,,,,303.77,5981010,Dubai Investment Park First,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Commercial
